pgpid,names,location,date,date_standard,author
26512,"['Umm Aziza', 'Berakot', 'Hillel']",N/A,N/A,N/A,Nur Al-dawla B. Alkhin
26515,"['Joseph B. Seror B. Nasrallah', 'Al-hakim Jacob', 'Ammar']",N/A,N/A,N/A,Joseph B. Seror B. Nasrallah
26525,['Moses Lkhmyt'],Jerusalem,1557 CE,1557 CE,Moses Lkhmyt
26526,"['Maadd Abu Tamim Al-mustansir Billah', 'Al-yazuri', 'Khatir Al-mulk', 'Safiyy Al-mulk']",N/A,1054 CE,CE,Maadd Abu Tamim Al-mustansir Billah
26531,"['Mustarib Qahal Of Cairo', 'Dotan Arad']",Cairo,1588–1607 CE,1588–1607 CE,Mustarib Qahal Of Cairo
26564,"['Yahya Al-tabib', 'Abu [...] Al-ahwazi']",al-Ahwāzī,N/A,N/A,Yahya Al-tabib
26580,"['Al-shaykh Al-rashid Sayrafi B. Al-dayyan', 'B. Karim Al-iskandari Sabbagh', 'B. Bayan', 'Abu Al-ghayth', 'B. Al-ghuzuli']",Hebron,N/A,N/A,Al-shaykh Al-rashid Sayrafi B. Al-dayyan
26669,"['Solomon Hazzan', 'Itzik B. Leib Buchbinder', 'Isaac Lumbroso', 'Refael B. Samuel Meyuhas', 'Abraham B. Samuel Meyuhas', 'Judah Ayyash', 'Barzilay B. Baruch Jabez', 'Jacob Shaul', 'Abraham Katorza', 'Elyaqim B. Isaac Gatenio', 'Abraham B. Hayyim Yedidyah B. Ezra', 'Isaac Bonan']",Fürth,1763,CE,Solomon Hazzan
28241,"['Suleiman', 'Rahman', 'Moses', 'Mughrabi']",N/A,N/A,N/A,Suleiman
28289,"['Yakov Nahmias', 'Moses Masud', 'Moses Angel', 'Solomon Moznino', 'Abraham Zin', 'Mordechai Al-sheikh', 'Menahem Kohen', 'Naim Heykel', 'David Naim', 'Moses Kohen']",מערבים (Maghrebi Jewish community),1756/1757 CE,1756/1757 CE,N/a
28299,"['Sid Al-ahl B. Abu Muna', 'Natna B. Solomon']",N/A,1127,CE,Natna B. Solomon
28348,['Rabbenu Hayya'],N/A,N/A,N/A,N/a
28369,"['Abu Faraj B. Al-munajjim', 'Al-akkawiyya', 'Abu Faraj [al-]dimyati', 'B. Sabra']",N/A,N/A,N/A,N/a
28383,"['Sayyidna Al-nasi', 'Abu Sad', 'Abu Faraj', 'Abu Najm Munajja', 'Abu Faraj Al-munaqqi']",N/A,N/A,N/A,Sayyidna Al-nasi
28396,[],Manchester,1803/1804,5564,N/a
28449,"['Umm Al-sibyan', 'Abu Hilal Al-banyasi', 'Azhar', 'Farah', 'B. [...]', 'The Old, Sick Woman']",N/A,N/A,N/A,N/a
28467,"['Sitt Al-ahl', 'Al-qadi Al-muwaffaq']",N/A,N/A,N/A,Al-qadi Al-muwaffaq
28570,"['Abd Al-ghaniy', 'Muhammad']",N/A,N/A,N/A,B. Nissim
28583,"['Al-rayyis Abu Baha', 'Abu Mansur Al-attar', 'Abu Izz']",N/A,N/A,N/A,R. Joseph Zl
28600,"['Ali Al-kohen Al-gharib', 'Abu [f]araj', 'Ali B. Tahir']",N/A,N/A,N/A,Ali Al-kohen Al-gharib
28605,"['Abu Najm Yehiel', 'Al-shaykh Ephraim Al-melammed', 'Abu Faraj', 'B. Al-fudayl', 'Fadail The Blind', 'Said Al-ahl']",Qaṣr al-Shamʿ and al-Muṣāṣa neighborhoods,N/A,N/A,N/a
28707,"['Abraham Al-tawwaf', 'Abu Tahir Al-khadim', 'Abu Nasr Al-khadim', 'Manasseh']",Bilbays,N/A,N/A,N/a
28733,"['B. Al-maqanii', 'Abu Ali Al-suri', 'Zikri B. Yahya', 'Joseph B. A[...]']",N/A,ca. 1110 CE,1110 CE,Isaac B. Bundar
28737,"['Hibat Allah B. [...]', 'Moses B. Al-dhahabi', 'Abu Hilal Al-suryaqusi']",Syracuse,N/A,N/A,Hibat Allah B. [...]
28807,['B. Al-rumiyya'],N/A,N/A,N/A,N/a
28862,"['Habib', 'Simha', 'Eliyya', 'Tawfiq', 'Sulayman', 'Solomon B. Elijah']",N/A,N/A,N/A,N/a
28975,"['Judah B. Yahya', 'Ayn Jacob', 'Menahem B. Judah Al-mujhid']",N/A,late 16th century,CE,Judah B. Yahya
29038,"['David B. [s]alim Al-khayyat', 'R. Yehiel The Judge']",N/A,N/A,N/A,David B. [s]alim Al-khayyat
29277,"['Abu Ali', 'Sadaqa Al-jazzar B. Isaac Al-sayig']",N/A,N/A,N/A,N/a
30081,"['Mevorakh B. Abraham', 'Jafar B. Raja Al-judari']",N/A,1086 CE,478 AH,Mevorakh B. Abraham And Jafar B. Raja Al-judari
30286,['Moses B. Levi'],"Fustat, Qalyub",N/A,N/A,Moses B. Levi
30568,"['Abu Mansur', 'Abu Al-fadl', 'Abu Ali B. Abu David', 'Saloman Al-attar']",N/A,N/A,N/A,N/a
30613,"['Sultan', 'Sarfati', 'Levi', 'Aripol', 'Konan', 'Masud', 'Sarawi', 'Zamiro', 'Trinqi', 'Rason', 'Mugnanah', 'Qaninah', 'Harrar', 'Najjar', 'Aghion', 'Muhibb', 'Afif', 'B. Sahal', 'Kahlatan', 'Chizanah', 'Abudarham', 'Skandari', 'Abzaradel', 'Alarcon', 'Bialobos', 'Fawwaz', 'Frances', 'Uziel', 'Kasis', 'Solas', 'Yeshayah', 'Atroti', 'Kachichi', 'Nosri', 'Baruch', 'Hayyun', 'B. Naim', 'Dafakhni', 'Tawil', 'Jarbua', 'Medinah', 'Ashkenazi', 'Krispin', 'Kondiote', 'Pinto']",N/A,N/A,N/A,N/a
30619,[],N/A,N/A,N/A,N/a
30627,"['Solomon B. Habib', 'Abraham Mador', 'Moses Katib', 'Moses Perdonil', 'Seadyah', 'Joseph B. [...]', 'Judah B. Joseph Al-ashqar', 'Jacob B. Hini', 'Hayyim B. Hini', 'Judah Bahlul', 'Joseph Muhibb', 'Solomon Faranji', 'Habib Naftali', 'Hayyim Mador', 'Samuel Ghazzi', 'Isaac Ahumado', 'Isaac Al-ashqar', 'Isaac Al-ashqar Junior', 'Jacob Levi', 'Abraham Dari', 'Abraham Al-ashqar', 'Isaac Talmid', 'Abu Jacob', 'Mansur Kohen', 'Ali B. Hini', 'Emanuel', 'Shabbetai', 'Judah Al-ashqar']",N/A,1573 CE,CE,N/a
30631,"['Baruch B. Solomon', 'Yakov B. Zardil', 'Abraham', 'Haim', 'Israel B. Dayan', 'Nesim B. Molho']",N/A,1804-1805CE,1804-1805CE,N/a
30641,['Shabbats'],N/A,N/A,N/A,Shabbats
30651,['Yaquti Yubas'],N/A,1817 CE,1817 CE,Yaquti Yubas
30688,"['Merkado Karo', 'Jacob Abu Sharah', 'David B. Abi Zimra']",Cairo/Fustat,ca. 1800 CE,1800 CE,N/a
30706,"['Shpiglman', 'Herman', 'Hess', 'Perets', 'Stoler', 'Eynbinder', 'Zoger', 'Kats', 'Shmikler', 'Avtsi']",Cairo,1876/77 CE,5637 AM,Joseph Berkovitsh
30737,"['Hannah Bt. Yakov Bibas', 'Yakov Bibas']",N/A,N/A,N/A,Yakov Bibas
30864,[],N/A,N/A,N/A,N/a
30873,['N/a'],N/A,N/A,N/A,N/a
30901,"['Gazi Basha', 'Usman Al-wali', 'Hasan Bey Mustafa']",Egypt,1662 CE (5422),1662 CE,N/a
30938,['Sihr Bulus Al-katib'],N/A,N/A,N/A,N/a
31014,['B. Al-muallim Yunus Al-hakim Al-yahudi Al-hariri'],N/A,N/A,N/A,B. Al-muallim Yunus Al-hakim Al-yahudi Al-hariri
31017,"['Antun Al-wakil', 'Antun Abd Al-latif', 'Joseph', 'Isaac', 'Aqqaq']",N/A,8 and 9 October 1821,11 and 12 Muharram 1237,Antun Al-wakil Aka Antun Abd Al-latif
31034,"['Abu Futuh', 'Jacob']",N/A,N/A,N/A,Abu Futuh
31070,"['Joseph Al-yahudi', 'Makarim Al-yahudi', 'Al-qazzaz Abu Qasim', 'Diyab Al-hanuti', 'Abraham']",Cairo,Between 1898 and 1903 CE,CE,"Joseph Al-yahudi, Makarim Al-yahudi, Al-qazzaz Abu Qasim"
31115,"['Abraham', 'Isaac', 'Jacob']",Revaḥ,N/A,N/A,"Ibrahim, Yizhaq, And Jacob"
31203,"['Solomon', 'Hakham Moses', 'Isaac M', 'Samuel Harran', 'Reuven', 'Ha-zair Moses', 'Rashid', 'Solomon Refua', 'Isaac']",Fustat,N/A,N/A,Solomon
31389,"['Mikhael', 'Jacob B. Shem Tov Cuerca', 'The Neapolitan Consul']",N/A,היום 29 שבט,N/A,Mikhael
31391,[],N/A,N/A,N/A,N/a
31423,"['Sulayman B. Khalluf', 'Nissim B. Sulayman']",N/A,N/A,N/A,Unknown
31509,['Ridwan Effendi'],Egypt,1090,1679/80 CE,Ridwan Effendi
31637,[],N/A,N/A,N/A,N/a
31735,"['Al-muallim Samun B. Al-muallim Antun', 'Al-muallim Antun']",N/A,N/A,N/A,Al-muallim Samun B. Al-muallim Antun
31855,"['Moses Mansur', 'Nesim Kuriel', 'Moses Zakai', 'Haim Huli', 'Benyamin Qudsi']",N/A,17th- or 18th-century,N/A,N/a
31869,['Efraim'],N/A,N/A,N/A,Efraim
31871,"['Moses Qanini', 'Saad Qanini', 'Nesim Al-hami']",N/A,18th or 19th centuries,N/A,N/a
31872,"['Yitzhaq Al-yebdani[]', 'Moses Abzardil']",N/A,18th or 19th centuries,N/A,Yitzhaq Al-yebdani[] And Moses Abzardil
31876,[],N/A,1605CE,Dhu al-Qa'da 1013AH,N/a
31885,[],N/A,17th- or 18th-century,CE,N/a
31886,"['Yakob Ventura', 'Khznym', 'Slmvn Shmsh', 'Alkhn Shmsh']",N/A,17th-18th-century,N/A,Yakob Ventura
31890,"['Nessim De Curiel', 'Eliahu Akubas', 'Hasan Aga', 'Huseyn Aga']",N/A,N/A,N/A,N/a
31895,[],N/A,17th- or 18th-century,N/A,N/a
31896,"['Ezekiel Hefetz', 'Samuel Arzulay']",Cairo,Late 18th to early 19th century,CE,Ezekiel Hefetz
31901,['Moses B. Naim'],N/A,1740-1840CE,1740-1840CE,Moses B. Naim
31902,"['Haim Tawil', 'Joseph Mod[a]', 'Muallam Saad']",N/A,18th century,N/A,N/a
31910,['N/a'],N/A,N/A,N/A,N/a
31914,"['Suleiman', 'Mahmud Eksek', 'Yahuda Qali', 'Saragossi']",N/A,N/A,N/A,N/a
31923,['N/a'],N/A,5538JC,1777/1778CE,N/a
31926,[],N/A,N/A,N/A,N/a
31927,"['Akubas', 'Romano', 'Kohen', 'Karo', 'Yabitz', 'Afif', 'Lombrozo']",N/A,5596 (1835/1836CE),1835/1836CE,N/a
31928,"['David Safriel', 'Abraham Meyuhas', 'Shahata Danon', 'Samuel Ajmi', 'Yakov Metzlih']",N/A,N/A,N/A,N/a
31931,"['Muhammed Celebi', 'Qazi']",N/A,N/A,N/A,Muhammed Celebi
31934,[],N/A,22 Cheshvan 5496 (November 1735CE),November 1735CE,N/a
31936,"['Palonbo', 'Osman Efendi', 'Nesim Romano', 'Senor Luria']",Palonbo's,18th or 19th century,N/A,Osman Efendi
31939,[],N/A,N/A,N/A,N/a
31942,['Mustafa Aga'],N/A,17th/18th-century,N/A,Mustafa Aga
31943,"['Akubas', 'Romano', 'Kohen', 'Karo', 'Yabitz', 'Afif', 'Lombrozo']",N/A,5596 (1835/1836CE),1835/1836CE,N/a
31946,['Yakov Portos'],Adar I [55]93,March 1833CE,March 1833CE,N/a
31947,"['Hajj Ahmed Silami', 'Hasan Ahmed Minshawi', 'Hasan Kerker[] Basha', 'Moses Berakat', 'Mikhail Bogros[]', 'Abraham Borketli[]']",N/A,1839CE,AH 1255,N/a
32003,['N/a'],N/A,17th/18th-century,N/A,N/a
32007,"['Said Ahmed Al-sade[]', 'Mansur Al-jihami', 'Nasla[] Joseph', 'Ahmed Saudi', 'David Suleiman']",N/A,1239AH (1823/24CE),1823/24CE,N/a
32009,[],N/A,18th/19th-century,N/A,N/a
32010,[],N/A,N/A,N/A,N/a
32012,[],N/A,18th/19th-century,N/A,N/a
32017,['N/a'],N/A,18th/19th-century,CE,N/a
32020,"['Abraham Hazaq', 'Judah Al-giorbi', 'Abraham Bashiri', 'Eliahu Habak', 'Mikhaeil Naim']",Ottoman Empire,18th/19th-century CE,1700s CE,Abraham Hazaq
32021,['Mytsyryn / Egyptians'],Egypt,"October 4, 1825CE",1825CE,N/a
32079,"['Abu Fadl B. Al-amid', 'Nujaym', 'Abu Ala', 'Abu Hasan', 'Abu Rida', 'Al-dayyan']",N/A,N/A,N/A,Abu Fadl B. Al-amid
32190,"['Yakhin B. Joshua', 'Eli B. Solomon', 'Eleazar B. Arah', 'Berakot', 'Abraham B. Sheerit', 'Eli']",N/A,N/A,N/A,Tiqva
32202,['N/a'],N/A,N/A,N/A,N/a
32206,"['Abd Rahman', 'Joseph Haggai']",N/A,1736CE or 1836CE,1736CE or 1836CE,N/a
32210,[],N/A,N/A,N/A,N/a
32384,"['Rosh Ha-qahal', 'B. Nufay Al-hazzan', 'Joseph B. Haffaz', 'Sadaqa The Blind']",N/A,N/A,N/A,B. Nufay Al-hazzan
32464,"['Abu Surur', 'Al-shaykh Al-tiferet Al-sayrafi Abu Mahasin']",N/A,Likely 12th century,N/A,Abu Mahasin
32484,"['Al-mutanabbi', 'Allah']",N/A,N/A,N/A,Moses Maimonides
32505,"['Zakai B. Azariah', 'Daniel']",Erets Israeli Yeshivah,11th century,N/A,Zakai B. Azariah
32538,[],N/A,N/A,N/A,N/a
32545,"['Judah B. Ismail Al-andalusi', 'Abu Faraj Semah', 'Abd Al-aziz']",N/A,11th or 12th century,N/A,Judah B. Ismail Al-andalusi
32879,"['Aisha Bt. Muhammad', 'Abraham Shaban', 'Ali Al-jazzar', 'Salih Hanaba']","Būlāq, Cairo",19 Dhū l-Ḥijja 125 AH,125 AH,Unknown
33754,"['Elijah The Judge', 'Solomon B. Elijah', 'Amir Ashur', 'Elijah B. Zechariah']",N/A,N/A,N/A,Elijah The Judge
33761,"['Rabbenu Isaac', 'Abu Yaqubb', 'Al-mansuri', 'Al-harizi']",N/A,N/A,N/A,Rabbenu Isaac
33769,"['', 'Goitein', 'Rum']",Egypt,1200–1240 CE,1200–1240 CE,N/a
33783,"['Abu Surur', 'Al-nafusi', 'B. Hilal']",N/A,N/A,N/A,Abu Surur
33812,"['Barhun', 'Al-dustari', 'Al-tustari', 'Bunyam Al-hazzan']",N/A,11th century,N/A,N/a
33828,"['Abu Khayr Sadaqa', 'Tayyib Al-kohen']",N/A,N/A,N/A,Abu Khayr Sadaqa
33838,[],N/A,N/A,N/A,N/a
33875,"['Khalluf B. Jacob', 'Isaac B. Shaul', 'Khalluf B. Ezra']",N/A,N/A,N/A,Khalluf B. Ezra
33877,['Halfon B. Manasseh'],N/A,1115/16 CE,1115/16 CE,Halfon B. Manasseh
33879,"['Abraham Maimonides', 'Al-adwiya', 'Al-hariri', 'Galen', 'B. Jannah', 'Al-shahrastani', 'B. Zuhr', 'Al-ghazali', 'Isaac B. Imran']",N/A,N/A,N/A,Abraham Maimonides
33884,"['Joseph', 'Onqelos', 'Yonatan B. U[zziel]', 'Yishmael Ashariyya', 'Al-jawhari', 'Al-azhari', 'Moses Al-tajir']",N/A,N/A,N/A,Joseph
33892,"['Milah Bt. Sitt Adaha', 'Abu Faraj B. Taqiyya', 'Sitthum Bt. Sitt Al-ahl']",N/A,N/A,N/A,N/a
33893,"['Al-haver Abu Sahl', 'Fahd', 'Sadaqa B. Al-qali', 'Joseph Al-khayyat', 'Salih', 'Sulayman Al-darir']",N/A,N/A,N/A,Al-haver Abu Sahl
33896,"['Abu Surur', 'Farah B. Ismail B. Farah', 'B. Al-qabisi', 'Solomon B. Joseph Av Beit Din', 'Solomon']",N/A,29 March 1085 CE,477 AH,Abraham B. Isaac Ha-talmid
33911,"['Solomon B. Elijah', 'Amir Ashur']",N/A,14th of Av,N/A,Solomon B. Elijah
33936,"['Faraj B. Nisun, Shelom B. Yisrael, Binyamin B. Simha, Etc.']",N/A,N/A,N/A,"Faraj B. Nisun, Shelom B. Yisrael, Binyamin B. Simha, Etc."
33965,[],N/A,N/A,N/A,N/a
33973,[],N/A,N/A,N/A,N/a
33982,"['B. Tiban', 'Abu Mansur Lillah', 'Abu Muna', 'Abu Mansur Al-zayyat', 'Abu Jacob Al-hakim', 'Al-qabila', 'Hamid']",Caesarea,11th century,N/A,Abu Mansur Lillah
33984,"['Nathan B. Solomon', 'Nathan B. Joseph', 'Nathan B. Eleazar', 'Nathan B. Qay[...]', 'Shemarya B. Joseph', 'Shabbat B. [...]', 'Sadaqa B. [...]']",N/A,N/A,N/A,N/a
34013,"['Abu Makarim B. Nissim', 'Amin Al-dawla', 'Abu Subhi B. Ghulayb', 'Abu Nasr B. Fadlan', 'Abu Nasr Al-murid', 'Banin B. David', 'Abu Berakot Al-murid', 'Abu Zikri Al-tabib', 'Makarim B. [...] Al-attar', 'Abu Zikri Al-kohen', 'Abu Zikri B. Yahya', 'Joseph Al-qaa', 'Al-amshati Sons', 'Abu Hasan Al-wazzan', 'Mufaddal B. Hubaysh', 'Al-kohen Al-siqilli', 'Abu Wafa Al-dallal', 'Abu Rida Al-tabib', 'B. Marduk Al-kohen', 'Futuh Al-sayrafi', 'Abu Ali B. Al-haver', 'Abu Nasr B. Tarab']",N/A,N/A,N/A,Abu Makarim B. Nissim
34061,"['Al-thiqa', 'Abu Faraj', 'Mufaddal B. N[...]', 'B. Al-sadid', 'B. Sad Al-mulk', 'Ali', 'Salih', 'Al-zakiyy B. Al-nakhudha', 'Hasan', 'Ismail Al-qazzaz', 'Abd Al-aziz Hadid']",Fayyūm,N/A,N/A,N/a
34065,"['Ali B. Rasiq', 'Hasan B. Rasiq', 'Musafir B. Hasan', 'Hasan B. Abraham', 'Ali B. Salmun', 'Hasan B. Fadl', 'Alwan B. Hamza', 'Muhsin B. Hasan', 'Mufarraj B. Futuh', 'Nasr Al-din B. Hamama', 'Ali B. Ahmad', 'Ali B. Attiyya', 'Qasim B. Khalifa', 'Salama B. Futuh']",N/A,N/A,N/A,Multiple Contributors
34093,"['Abdallah', 'Al-mujahid', 'Muhanna', 'Muallaqa']",N/A,N/A,N/A,Abdallah Al-mujahid
34106,"['Al-dimashqi', 'B. Raja', 'Joseph', 'Abu Shama']",N/A,11th or 12th century,N/A,Unknown
34110,[],N/A,N/A,N/A,N/a
34127,"['Izz Al-din', 'Umar', 'Ahmad', 'Al-sayigh', 'Joseph']",N/A,N/A,N/A,Abu Fadl
34135,[],N/A,1550 CE,5310 AM,N/a
34150,"['Al-hakham Hiba', 'Nasir', 'Joseph Udi']",N/A,N/A,N/A,Al-hakham Hiba
34200,['Bishr Al-attar'],N/A,N/A,N/A,N/a
34245,"['Al-ramli', 'Moses B. Jacob Al-irbili', 'Salim B. Mubarak', 'Mawhub B. Al-muallim Al-akkawi', 'Mawhub B. Joseph Dimashqi', 'Joseph B. Hiba Al-muallim', 'Lawi B. Samawal', 'Mawhub B. Khalluf', 'Al-maqdisi', 'Al-qalhawi', 'Harun B. Moses Al-ajami']",N/A,N/A,N/A,N/a
34281,"['Solomon B. Elijah', 'Elijah The Judge']",N/A,Av (year not specified),N/A,Elijah The Judge
34313,"['Mevorakh Al-[...]', 'Said B. Mevorakh']",Dammūh,N/A,N/A,Mevorakh Al-[...]
34359,"['Abu Isaac B. Hujayj', 'Abu Nasr B. Saghir', 'Dosa B. Al-ladhiqi', 'Abu Tayyib', 'Abu Hasan', 'B. Fustat', 'B. Nathan', 'B. Zaffan', 'B. Azhar', 'Allan', 'B. Abu Tarbaq', 'B. Shuayb', 'B. Warmaj', 'B. Nathan', 'B. Al-ijla', 'B. Al-ijl', 'Abu Khayr B. Khayt Al-barrada', 'Al-bahudi', 'B. Al-papa', 'B. Al-arjawani', 'B. Al-baghal']",N/A,N/A,N/A,N/a
34368,"['Aaron B. Eli', 'Saadya']",N/A,N/A,N/A,Aaron B. Eli
34369,"['Isaac Al-fasi', 'Hai', 'Samuel B. Hofni']",N/A,N/A,N/A,Isaac Al-fasi
34372,['Al-harizi'],N/A,N/A,N/A,Al-harizi
34375,"['R. Aha', 'Hai', 'B. Sarjado', 'Saadya']",N/A,13 Sivan 1335 of the Seleucid Era (= 1024 CE),1024 CE,N/a
34493,[],N/A,N/A,N/A,N/a
34495,"['Jacob', 'Waliyy Al-dawla']",N/A,N/A,N/A,Waliyy Al-dawla
34500,"['B. Al-malih', 'Abu Isaac', 'Abu Abdallah', 'Al-faqih Abu Abdallah', 'Nasr Al-hajj']",N/A,N/A,N/A,B. Al-malih
34515,['Al-shaykh Abu Faraj Al-sayigh'],Cairo,N/A,N/A,Al-shaykh Abu Faraj Al-sayigh
34517,"['Al-amid', 'Al-makin Abu Isaac', 'Hasan The Ghulam Of Mawhub', 'Ali B. Al-raqqi', 'Abd Al-baqi', 'Abu Hasan Al-qifti', 'Muhammad Al-saghir', 'B. Al-taffal', 'Abdallah Al-siqilli', 'Abraham Al-dallasi', 'Abu Karam The In-law Of Al-shamma', 'Joseph Al-shamma', 'Abu Hasan Al-abd', 'Abu Joseph B. Abu Fadl']",N/A,12th or 13th century,N/A,Unknown
34621,"['Al-tarabulsi', 'Al-iskandarani', 'Abu Faraj', 'Abu Nasr B. Hasan', 'Hibatallah B. Al-arif', 'Nasir']",N/A,N/A,N/A,N/a
34626,"['Nahrai B. Nissim', 'Joshua', 'Barhum', 'Busiri', 'Qadi', 'Jahbadh']",Fayyūm,N/A,N/A,Nahrai B. Nissim
601,"['Mevorakh', 'Sadaqa B. Judah']",N/A,N/A,N/A,Sadaqa B. Judah
676,"['Ephraim B. Shemarya', 'Solomon B. Judah']",N/A,May 1051,CE,Ephraim B. Shemarya
1905,['Yair Ha-sofet B. Abraham'],N/A,N/A,N/A,Yair Ha-sofet B. Abraham
1942,"['Nathan B. Samuel', 'S. D. Goitein']",N/A,N/A,N/A,Nathan B. Samuel
1962,"['Moses', 'Abraham', 'Hosea B. Nun', 'Caleb B. Jephunneh']",N/A,N/A,N/A,N/a
2494,"['Solomon B. Judah', 'Judah']",N/A,N/A,N/A,Solomon B. Judah
2966,"['Sahlan B. Abraham', 'Abu Said Al-daudi']",N/A,1046 CE,1046 CE,Sahlan B. Abraham
3177,"['Nasir Al-adib Al-ibri', 'Cecilia Palombo', 'Goitein']",N/A,1298 CE,1298 CE,Nasir Al-adib Al-ibri
3233,['Arah B. Nathan'],N/A,N/A,N/A,Arah B. Nathan
3251,['Solomon'],Misrayim,N/A,N/A,Aaron B. Ephraim
3486,"['Nathan B. Samuel', 'Moses']",N/A,N/A,N/A,Nathan B. Samuel
3779,['Shemarya B. Elhanan'],N/A,ca. 1011,N/A,Shemarya B. Elhanan
3780,['Abraham B. Ezra'],North Africa,N/A,N/A,Abraham B. Ezra
3782,['Abu Mahasin B. Abu Nasr Al-hasid'],N/A,N/A,N/A,Abu Mahasin B. Abu Nasr Al-hasid
3903,"['Nathan B. Isaac The Babylonian', 'Nathan Ha-nezer B. Samuel']",Baghdad,mid 12th-century,CE,Nathan B. Samuel
4742,"['Madmun B. Hasan', 'Abraham B. Yiju']",Aden,ca. 1140,1140,Abraham B. Yiju
5434,"['Abraham B. Yiju', 'Madmun B. Hasan']",Aden,1141,1141 CE,Abraham B. Yiju
5435,"['Abraham B. Yiju', 'Madmun B. Hasan']",Aden,ca. 1140-1144,1140-1144 CE,Abraham B. Yiju
5446,"['Madmun B. Hasan', 'Abraham B. Yiju']",Yemen,1151,CE 1151,Abraham B. Yiju
6049,"['Netira', 'Nathan B. Isaac Ha-bavli']",Baghdad,N/A,N/A,Nathan B. Isaac Ha-bavli
6067,"['Nathan B. Isaac The Babylonian', 'Nathan B. Samuel']",Baghdad,mid 10th-century,N/A,Nathan B. Isaac The Babylonian
6172,"['Ephraim B. Shemarya', 'Solomon B. Judah']",N/A,May 1051,1051-05,Ephraim B. Shemarya
6177,"['Sulayman', 'The Misri', 'The Rifi']",Misr,N/A,N/A,Sulayman
6244,['B. Asher'],N/A,N/A,N/A,B. Asher
6720,"['Abu Hayyan Al-andalusi', 'Nudar', 'Goitein']",N/A,N/A,N/A,Unknown
6721,"['Poet', 'Abu Hayyan Al-andalusi', 'Nudar']",N/A,N/A,N/A,Poet
6782,"['R. Abraham B. Isaac B. Milqata', 'Hayya']",N/A,N/A,N/A,Hayya
6843,"['Abu Hasan', 'Shemarya B. Halfon']",N/A,N/A,N/A,Shemarya B. Halfon
7035,"['Harun Al-rashid', 'Al-amir Muhammad', 'Al-mamun']",Constantinople,N/A,N/A,N/a
7361,"['Judah', 'Abraham B. Yiju']",India,N/A,N/A,Abraham B. Yiju
7491,"['Muhammad', 'Hanina']",Khaybar and Maqna,N/A,N/A,Muhammad
8275,"['Al-nuri', 'Junayd', 'Abu Yazid']",N/A,N/A,N/A,Abd Al-rahman B. Muhammad
8381,"['Ahmad B. Muhammad B. [...]', 'Abraham Al-shami', 'Abdallah B. Amr Al-as']",N/A,N/A,N/A,Ahmad B. Muhammad B. [...] And Abraham Al-shami
8905,[],N/A,N/A,N/A,N/a
8961,"['Moses Maimonides', 'Abraham B. Samuel Abulafia', 'Steinschneider']",N/A,Late,N/A,Abraham B. Samuel Abulafia
8988,['Joseph B. Aqnin'],N/A,1220,1220,Joseph B. Aqnin
8989,['Judah B. David Hayyuj'],N/A,N/A,N/A,Judah B. David Hayyuj
9387,"['Neum Tuviyya B. Sidqiyya', 'Miriam Frenkel', 'Oded Zinger', 'Matti Huss']",N/A,N/A,N/A,Joseph B. Shimon
9485,[],N/A,N/A,N/A,N/a
9566,"['Bustanay', 'Kafnai', 'Umar B. Al-khattab', 'King David', 'Sahlan B. Abraham']",Baghdad,1040/41 CE,1040-41 CE,Sahlan B. Abraham
9587,"['Isaac B Khalluf', 'Abu Faraj Joshua B. Al-qamudi', 'Samuel B. Al-lebdi', 'Abu Sulayman', 'Manasseh B. Abraham Al-qazzaz']",N/A,around 1000,1000,Isaac B Khalluf
10083,['Al-qurashi'],N/A,N/A,N/A,Al-qurashi
10104,['Majlesi'],N/A,N/A,N/A,Majlesi
10106,['N/a'],N/A,N/A,N/A,N/a
10224,"['B. Al-sammak', 'Harun Al-rashid']",N/A,N/A,N/A,B. Al-sammak
10349,[],N/A,N/A,N/A,N/a
10887,['Ghali Bt. Al-dawali'],N/A,N/A,N/A,N/a
11201,['Berakot B. Elijah B. Zecharyahu'],N/A,N/A,N/A,Berakot B. Elijah B. Zecharyahu
11202,['Hillel B. Perahya'],Damascus,5036,1275,Hillel B. Perahya
11239,"['O Master Of Existence', 'The Guide Of The Jews']",N/A,N/A,N/A,N/a
11294,['Al-muizz B. Badis'],N/A,N/A,N/A,Al-muizz B. Badis
11632,"['Isa B. Ali Al-mutatabbib', 'Ali B. Isa']",N/A,N/A,N/A,Ali B. Isa
11645,"['Al-husari Al-qayrawani', 'Abu Fadl Al-mikali']",Qayrawānī,N/A,N/A,Al-husari Al-qayrawani Or Abu Fadl Al-mikali
11781,[],N/A,N/A,N/A,N/a
12037,['Al-qadi Abd Al-jabbar'],N/A,N/A,N/A,Al-qadi Abd Al-jabbar
12038,['Al-qadi Abd Al-jabbar'],N/A,N/A,N/A,Abraham Maimonides
12526,['Isaac B. Imran'],N/A,N/A,N/A,Isaac B. Imran
12823,"['Ubayd Allah Al-zakani', 'Moses']",Mount Sinai,"Late, perhaps 18th or 19th century",N/A,Ubayd Allah Al-zakani
14218,"['Nasir Al-din Shah', 'Sani Al-mulk']",Iran,1861,1861,Nasir Al-din Shah
15758,['Samuel The Cantor B. Abraham'],N/A,N/A,N/A,Samuel The Cantor B. Abraham
15760,['Judah B. Alan'],Tiberias,N/A,N/A,Judah B. Alan
